-1	0	1	GD_00053	NA's	tot_avail
FB_0850156	146	193	80	1	16	419
FB_0850158	169	246	1	20	169	416
FB_0850166	341	82	1	12	341	424
FB_0850192	381	1	54	381	1	436
FB_0850200	66	221	148	1	66	435
FB_0851591	262	170	1	3	262	433
FB_0851592	365	59	1	11	365	425
FB_0851593	222	197	1	16	222	420
FB_0851595	337	95	1	3	337	433
FB_0851658	130	219	1	86	130	350
FB_0851669	130	217	1	88	130	348
FB_0852584	183	252	1	183	252	436
FB_0852596	205	142	1	88	205	348
FB_0852908	199	192	1	44	199	392
FB_0852911	164	209	1	62	164	374
FB_0852912	44	390	1	1	44	435
FB_0852913	170	245	1	20	170	416
FB_0852923	170	245	1	20	170	416
FB_0852930	164	208	1	63	164	373
FB_0853221	133	209	1	93	133	343
FB_0853704	379	1	56	379	1	436
FB_0853706	315	119	1	1	315	435
FB_0853709	215	197	1	23	215	413
FB_0853712	62	146	227	1	62	435
FB_0853797	30	237	167	1	1	434
FB_0853804	137	187	1	111	137	325
FB_0853817	162	237	1	36	162	400
FB_0853819	78	356	1	1	78	435
FB_0853820	83	352	1	83	352	436
FB_0853955	241	115	1	79	241	357
FB_0853956	249	102	1	84	249	352
FB_0854015	243	185	1	7	243	429
FB_0854043	242	128	65	1	242	435
FB_0855293	129	214	1	92	129	344
FB_0855312	216	219	1	216	219	436
FB_0855318	210	222	1	3	210	433
FB_0855319	205	107	1	123	205	313
FB_0855586	199	218	1	18	199	418
FB_0855587	232	180	1	23	232	413
FB_0855591	181	240	1	14	181	422
FB_0855597	387	1	48	387	1	436
FB_0855598	199	174	61	1	1	434
FB_0855601	215	191	1	29	215	407
FB_0855803	124	310	1	1	124	435
FB_0855807	257	163	1	15	257	421
FB_0855815	311	124	1	311	124	436
FB_0855922	164	254	1	17	164	419
FB_0855929	145	199	1	91	145	345
FB_0855931	165	254	1	16	165	420
FB_0855932	164	254	1	17	164	419
FB_0856387	193	196	1	46	193	390
FB_0856389	165	203	1	67	165	369
FB_0857162	168	193	1	74	168	362
FB_0857164	260	152	1	23	260	413
FB_0857165	209	130	1	96	209	340
FB_0857167	175	260	1	175	260	436
FB_0857647	375	1	60	375	1	436
FB_0857653	215	218	1	2	215	434
FB_0857668	219	214	1	2	219	434
FB_0858092	47	388	1	47	388	436
FB_0858095	201	157	1	77	201	359
FB_0858513	93	342	1	93	342	436
FB_0858514	93	342	1	93	342	436
FB_0859499	45	390	1	45	390	436
FB_0859505	374	1	61	374	1	436
FB_0859919	187	238	1	10	187	426
FB_0859922	120	252	61	1	2	433
FB_0860436	173	197	1	65	173	371
FB_0860462	246	171	1	18	246	418
FB_0860464	390	45	1	390	45	436
FB_0860466	227	181	1	27	227	409
FB_0860971	401	34	1	401	34	436
FB_0861177	189	203	43	1	189	435
FB_0861180	170	251	1	14	170	422
FB_0861603	169	253	1	13	169	423
FB_0861607	314	121	1	314	121	436
FB_0861619	147	223	65	1	147	435
FB_0861622	25	179	231	1	25	435
FB_0862187	227	186	1	22	227	414
FB_0862419	263	172	1	263	172	436
FB_0862434	262	173	1	262	173	436
FB_0862765	246	177	1	12	246	424
FB_0862766	176	247	1	12	176	424
FB_0863120	245	176	1	14	245	422
FB_0863154	176	244	1	15	176	421
FB_0863169	215	1	220	215	1	436
FB_0863172	229	188	1	18	229	418
FB_0863175	235	195	1	5	235	431
FB_0863177	235	124	1	76	235	360
FB_0863475	230	1	205	230	1	436
FB_0863476	372	1	63	372	1	436
FB_0863675	236	148	1	51	236	385
FB_0863678	384	51	1	384	51	436
FB_0864452	169	236	1	30	169	406
FB_0864895	144	212	1	79	144	357
FB_0864896	212	143	1	80	212	356
FB_0864902	144	211	1	80	144	356
FB_0864904	212	144	1	79	212	357
FB_0865128	145	210	1	80	145	356
FB_0865132	235	180	1	20	235	416
FB_0865133	211	147	1	77	211	359
FB_0865134	235	175	1	25	235	411
FB_0865143	236	174	1	25	236	411
FB_0865630	215	199	1	21	215	415
FB_0865633	41	289	105	1	41	435
FB_0865859	147	204	1	84	147	352
FB_0865863	21	274	140	1	21	435
FB_0865864	212	147	1	76	212	360
FB_0865865	248	186	1	1	248	435
FB_0865868	237	178	1	20	237	416
FB_0865877	393	42	1	393	42	436
FB_0865893	146	212	1	77	146	359
FB_0865932	65	46	1	324	65	112
FB_0865945	45	66	1	324	45	112
FB_0866253	277	138	1	20	277	416
FB_0866256	185	249	1	1	185	435
FB_0866257	327	1	108	327	1	436
FB_0866258	389	46	1	389	46	436
FB_0866260	199	142	1	94	199	342
FB_0866635	19	270	146	1	19	435
FB_0866649	321	103	1	11	321	425
FB_0866653	344	82	1	9	344	427
FB_0866661	84	289	62	1	84	435
FB_0866743	122	303	1	10	122	426
FB_0866745	231	187	1	17	231	419
FB_0866753	343	83	1	9	343	427
FB_0866759	122	299	1	14	122	422
FB_0866760	324	51	1	60	324	376
FB_0866768	243	191	1	1	243	435
FB_0866893	243	191	1	1	243	435
FB_0866895	42	392	1	1	42	435
FB_0866896	244	173	1	18	244	418
FB_0866897	83	305	47	1	83	435
FB_0866902	188	231	1	16	188	420
FB_0866910	247	168	1	20	247	416
FB_0866918	244	173	1	18	244	418
FB_0866920	188	231	1	16	188	420
FB_0867269	48	365	1	22	48	414
FB_0867284	361	74	1	361	74	436
FB_0867407	224	1	211	224	1	436
FB_0867409	211	169	1	55	211	381
FB_0867411	169	211	1	55	169	381
FB_0867538	221	193	1	21	221	415
FB_0867539	394	39	1	2	394	434
FB_0867544	392	43	1	392	43	436
FB_0867549	392	43	1	392	43	436
FB_0867854	42	393	1	42	393	436
FB_0867855	39	396	1	39	396	436
FB_0867856	230	1	205	230	1	436
FB_0867878	327	108	1	327	108	436
FB_0867882	257	168	1	10	257	426
FB_0867884	220	197	1	18	220	418
FB_0867885	65	370	1	65	370	436
FB_0867888	354	81	1	354	81	436
FB_0867968	187	248	1	187	248	436
FB_0867977	248	186	1	1	248	435
FB_0868150	146	284	1	5	146	431
FB_0868156	38	395	1	2	38	434
FB_0868163	320	113	1	2	320	434
FB_0868172	284	146	1	5	284	431
FB_0868178	67	273	1	95	67	341
FB_0868354	151	185	1	99	151	337
FB_0868356	36	395	1	4	36	432
FB_0868360	284	146	1	5	284	431
FB_0868362	351	81	1	3	351	433
FB_0872904	230	189	1	16	230	420
FB_0873029	72	363	1	72	363	436
FB_0873047	31	404	1	31	404	436
FB_0873052	279	145	1	11	279	425
FB_0873056	19	287	129	1	19	435
FB_0873060	279	156	1	279	156	436
FB_0873065	284	151	1	284	151	436
FB_0873073	333	102	1	333	102	436
FB_0873946	124	253	58	1	124	435
FB_0873957	269	145	21	1	269	435
FB_0873958	124	253	58	1	124	435
FB_0874514	269	144	22	1	269	435
FB_0874515	269	144	22	1	269	435
FB_0874521	249	82	1	104	249	332
FB_0874522	251	82	1	102	251	334
FB_0874607	390	45	1	390	45	436
FB_0874945	227	190	1	18	227	418
FB_0874952	236	1	199	236	1	436
FB_0874963	235	1	200	235	1	436
FB_0874966	233	153	1	49	233	387
FB_0874967	235	1	200	235	1	436
FB_0875074	188	247	1	188	247	436
FB_0875076	238	177	1	20	238	416
FB_0875102	236	158	1	41	236	395
FB_0875724	383	52	1	383	52	436
FB_0877051	179	211	44	1	1	434
FB_0877061	86	348	1	1	86	435
FB_0877071	261	148	26	1	261	435
FB_0877272	219	168	1	48	219	388
FB_0877273	171	264	1	171	264	436
FB_0877280	145	264	1	26	145	410
FB_0877881	147	221	1	67	147	369
FB_0877955	107	322	1	6	107	430
FB_0877968	391	37	1	7	391	429
FB_0879682	147	226	1	62	147	374
FB_0879783	123	220	1	92	123	344
FB_0879784	78	214	141	1	2	433
FB_0879786	373	1	62	373	1	436
FB_0879807	333	86	1	16	333	420
FB_0880168	226	209	1	226	209	436
FB_0880343	115	320	1	115	320	436
FB_0880352	320	115	1	320	115	436
FB_0880710	158	223	1	54	158	382
FB_0880721	221	186	1	28	221	408
FB_0880726	78	247	109	1	1	434
FB_0881259	91	230	1	114	91	322
FB_0881268	221	128	1	86	221	350
FB_0881270	128	200	1	107	128	329
FB_0881379	228	173	1	34	228	402
FB_0881390	375	1	60	375	1	436
FB_0883397	170	242	1	23	170	413
FB_0883406	162	272	1	1	162	435
FB_0883411	242	169	1	24	242	412
FB_0883668	391	43	1	1	391	435
FB_0883713	178	226	1	31	178	405
FB_0883727	392	43	1	392	43	436
FB_0884877	120	242	1	73	120	363
FB_0885039	31	287	117	1	31	435
FB_0885492	241	192	1	2	241	434
FB_0885494	238	176	1	21	238	415
FB_0885497	347	85	1	3	347	433
FB_0885507	217	191	1	27	217	409
FB_0885509	84	348	1	3	84	433
FB_0885516	116	319	1	116	319	436
FB_0885521	176	238	1	21	176	415
FB_0885523	150	196	1	89	150	347
FB_0886144	216	194	1	25	216	411
FB_0886152	147	284	1	4	147	432
FB_0886185	370	65	1	370	65	436
FB_0886186	196	239	1	196	239	436
FB_0888218	333	102	1	333	102	436
FB_0888730	2	268	165	1	2	435
FB_0888731	123	207	105	1	123	435
FB_0888754	105	207	123	1	105	435
FB_0888770	165	265	2	1	3	432
FB_0890027	68	367	1	68	367	436
FB_0890031	48	387	1	48	387	436
FB_0890039	367	67	1	1	367	435
FB_0891072	371	64	1	371	64	436
FB_0891076	225	139	1	71	225	365
FB_0891082	227	208	1	227	208	436
FB_0891086	139	225	1	71	139	365
FB_0891144	242	172	1	21	242	415
FB_0891145	173	243	1	19	173	417
FB_0891291	78	355	1	2	78	434
FB_0892346	71	364	1	71	364	436
FB_0892351	279	156	1	279	156	436
FB_0892354	73	362	1	73	362	436
FB_0892357	120	313	1	2	120	434
FB_0893025	78	357	1	78	357	436
FB_0893026	221	188	1	26	221	410
FB_0893029	187	228	1	20	187	416
FB_0893588	234	181	1	20	234	416
FB_0893589	319	116	1	319	116	436
FB_0893591	251	173	1	11	251	425
FB_0893593	137	270	1	28	137	408
FB_0893599	266	141	1	28	266	408
FB_0893604	141	266	1	28	141	408
FB_0893615	263	141	1	31	263	405
FB_0893621	141	266	1	28	141	408
FB_0894085	188	247	1	188	247	436
FB_0894760	252	171	1	12	252	424
FB_0894766	77	358	1	77	358	436
FB_0894772	208	207	1	20	208	416
FB_0895019	138	270	1	27	138	409
FB_0895022	210	206	1	19	210	417
FB_0895028	359	76	1	359	76	436
FB_0895641	140	268	1	27	140	409
FB_0896416	77	358	1	77	358	436
FB_0896841	76	359	1	76	359	436
FB_0902718	171	264	1	171	264	436
FB_0902720	142	215	78	1	142	435
FB_0902721	28	146	261	1	28	435
FB_0902736	208	202	1	25	208	411
FB_0902912	371	1	64	371	1	436
FB_0903357	144	223	1	68	144	368
FB_0903826	106	329	1	106	329	436
FB_0903830	221	144	1	70	221	366
FB_0903835	193	242	1	193	242	436
FB_0904050	51	231	153	1	51	435
FB_0904054	126	218	91	1	126	435
FB_0904066	67	368	1	67	368	436
FB_0904073	368	67	1	368	67	436
FB_0904385	118	313	1	4	118	432
FB_0904386	315	117	1	3	315	433
FB_0904389	118	313	1	4	118	432
FB_0904394	116	319	1	116	319	436
FB_0904411	29	293	113	1	29	435
FB_0904741	389	45	1	1	389	435
FB_0904796	191	228	1	16	191	420
FB_0905063	397	37	1	1	397	435
FB_0905064	226	191	1	18	226	418
FB_0905542	220	194	1	21	220	415
FB_0905872	189	209	1	37	189	399
FB_0906051	31	260	144	1	31	435
FB_0906593	244	180	1	11	244	425
FB_0906594	248	1	187	248	1	436
FB_0906605	262	173	1	262	173	436
FB_0906790	250	1	185	250	1	436
FB_0906912	169	265	1	1	169	435
FB_0906915	89	311	35	1	89	435
FB_0906917	155	230	1	50	155	386
FB_0907019	141	226	1	68	141	368
FB_0907021	189	234	1	12	189	424
FB_0907127	228	192	1	15	228	421
FB_0907128	228	193	1	14	228	422
FB_0907132	193	228	1	14	193	422
FB_0908054	360	75	1	360	75	436
FB_0908058	201	192	1	42	201	394
FB_0908069	160	234	1	41	160	395
FB_0908070	181	220	1	34	181	402
FB_0908079	238	182	1	15	238	421
FB_0908091	240	177	1	18	240	418
FB_0908445	184	231	1	20	184	416
FB_0908449	237	90	1	108	237	328
FB_0908450	222	128	1	85	222	351
FB_0908657	111	321	1	3	111	433
FB_0908882	156	237	1	42	156	394
FB_0908996	166	260	1	9	166	427
FB_0909163	190	229	1	16	190	420
FB_0909363	37	398	1	37	398	436
FB_0909518	236	1	199	236	1	436
FB_0909627	225	186	23	1	1	434
FB_0909633	156	199	1	80	156	356
FB_0910614	136	299	1	136	299	436
FB_0910615	372	1	63	372	1	436
FB_0910724	242	190	1	3	242	433
FB_0911807	61	256	118	1	61	435
FB_0912122	224	151	1	60	224	376
FB_0912126	184	211	1	40	184	396
FB_0912135	98	318	1	19	98	417
FB_0912247	151	224	1	60	151	376
FB_0912250	272	117	45	1	1	434
FB_0912259	224	151	1	60	224	376
FB_0912269	27	289	119	1	27	435
FB_0912270	222	151	1	62	222	374
FB_0912273	213	144	1	78	213	358
FB_0912274	218	151	1	66	218	370
FB_0912451	214	189	28	1	4	431
FB_0912966	374	1	61	374	1	436
FB_0912973	172	263	1	172	263	436
FB_0913106	122	305	1	8	122	428
FB_0913107	264	163	1	8	264	428
FB_0913108	230	144	1	61	230	375
FB_0913109	174	261	1	174	261	436
FB_0913110	144	229	1	62	144	374
FB_0913114	163	264	1	8	163	428
FB_0913119	230	144	1	61	230	375
FB_0913300	173	262	1	173	262	436
FB_0913329	222	1	213	222	1	436
FB_0913547	298	121	1	16	298	420
FB_0913550	386	49	1	386	49	436
FB_0913551	123	298	1	14	123	422
FB_0913787	187	226	1	22	187	414
FB_0913791	252	132	1	51	252	385
FB_0913959	86	283	1	66	86	370
FB_0913965	217	118	1	100	217	336
FB_0913967	170	265	1	170	265	436
FB_0913979	218	118	1	99	218	337
FB_0913992	118	218	1	99	118	337
FB_0914369	82	353	1	82	353	436
FB_0914377	150	283	1	2	150	434
FB_0914382	210	1	225	210	1	436
FB_0914634	270	145	1	20	270	416
FB_0914637	282	153	1	282	153	436
FB_0914650	188	179	1	68	188	368
FB_0915099	170	237	1	28	170	408
FB_0915100	181	227	1	27	181	409
FB_0915235	38	396	1	1	38	435
FB_0915240	36	398	1	1	36	435
FB_0915270	170	170	1	95	170	341
FB_0915567	68	231	136	1	68	435
FB_0915569	282	153	1	282	153	436
FB_0915575	265	170	1	265	170	436
FB_0915589	116	227	1	92	116	344
FB_0915601	264	164	1	7	264	429
FB_0915790	185	180	1	70	185	366
FB_0916681	183	181	1	71	183	365
FB_0916683	77	349	1	9	77	427
FB_0916686	265	147	1	23	265	413
FB_0916687	180	239	1	16	180	420
FB_0916688	194	218	23	1	194	435
FB_0916689	246	170	1	19	246	417
FB_0916770	132	207	1	96	132	340
FB_0916776	265	170	1	265	170	436
FB_0916782	146	240	1	49	146	387
FB_0917058	144	242	1	49	144	387
FB_0917423	241	146	1	48	241	388
FB_0917424	239	146	1	50	239	386
FB_0917495	242	145	1	48	242	388
FB_0917515	137	298	1	137	298	436
FB_0917577	222	1	213	222	1	436
FB_0917579	41	394	1	41	394	436
FB_0917911	170	265	1	170	265	436
FB_0917935	376	1	59	376	1	436
FB_0917937	265	170	1	265	170	436
FB_0917941	334	84	1	17	334	419
FB_0918150	281	1	154	281	1	436
FB_0918384	278	1	157	278	1	436
FB_0918389	119	268	1	48	119	388
FB_0918876	87	348	1	87	348	436
FB_0921295	145	289	1	1	145	435
FB_0921308	27	203	205	1	27	435
FB_0921309	251	184	1	251	184	436
FB_0921781	62	255	116	1	2	433
FB_0921783	163	219	1	53	163	383
FB_0921813	136	299	1	136	299	436
FB_0923999	196	218	1	21	196	415
FB_0924002	182	220	1	33	182	403
FB_0924459	216	1	219	216	1	436
FB_0924469	215	1	220	215	1	436
FB_0924831	219	1	216	219	1	436
FB_0924833	168	255	1	12	168	424
FB_0924847	194	201	1	40	194	396
FB_0925084	237	102	1	96	237	340
FB_0925086	267	128	1	40	267	396
FB_0925088	256	164	1	15	256	421
FB_0925093	216	1	219	216	1	436
FB_0925846	159	258	1	18	159	418
FB_0925847	127	260	1	48	127	388
FB_0925849	127	261	1	47	127	389
FB_0925850	261	127	1	47	261	389
FB_0925851	261	127	1	47	261	389
FB_0925859	339	96	1	339	96	436
FB_0926202	261	126	1	48	261	388
FB_0926216	203	204	1	28	203	408
FB_0926221	204	204	1	27	204	409
FB_0926224	126	262	1	47	126	389
FB_0927441	117	231	86	1	1	434
FB_0927569	154	242	39	1	154	435
FB_0928002	353	80	1	2	353	434
FB_0928007	81	351	1	3	81	433
FB_0928013	228	1	207	228	1	436
FB_0928015	81	350	1	4	81	432
FB_0928037	391	43	1	1	391	435
FB_0928127	189	227	1	19	189	417
FB_0928132	189	226	1	20	189	416
FB_0928328	180	238	1	17	180	419
FB_0928329	179	241	1	15	179	421
FB_0928341	397	38	1	397	38	436
FB_0928346	251	183	1	1	251	435
FB_0928593	400	34	1	1	400	435
FB_0929879	185	212	1	38	185	398
FB_0929880	102	333	1	102	333	436
FB_0930265	222	180	1	33	222	403
FB_0930267	200	225	1	10	200	426
FB_0930268	366	1	69	366	1	436
FB_0930270	221	189	1	25	221	411
FB_0930470	70	222	142	1	1	434
FB_0930473	140	274	1	21	140	415
FB_0930485	44	306	85	1	44	435
FB_0930536	85	306	44	1	85	435
FB_0930537	66	243	126	1	66	435
FB_0930539	352	1	83	352	1	436
FB_0930543	323	97	1	15	323	421
FB_0930559	82	4	1	349	82	87
FB_0931276	142	209	1	84	142	352
FB_0931278	142	209	1	84	142	352
FB_0931279	167	242	1	26	167	410
FB_0931282	53	382	1	53	382	436
FB_0931283	209	142	1	84	209	352
FB_0931292	209	142	1	84	209	352
FB_0931806	139	294	1	2	139	434
FB_0932003	282	151	1	2	282	434
FB_0932246	160	275	1	160	275	436
FB_0932949	116	264	55	1	116	435
FB_0933277	393	40	1	2	393	434
FB_0933278	232	1	203	232	1	436
FB_0933284	232	1	203	232	1	436
FB_0933297	251	165	1	19	251	417
FB_0933501	203	188	1	44	203	392
FB_0933502	333	87	1	15	333	421
FB_0933510	210	225	1	210	225	436
FB_0933525	304	121	1	10	304	426
FB_0933527	115	208	111	1	1	434
FB_0933528	203	188	1	44	203	392
FB_0933530	304	121	1	10	304	426
FB_0933532	116	207	111	1	1	434
FB_0933540	173	262	1	173	262	436
FB_0934529	167	243	1	25	167	411
FB_0934532	213	188	1	34	213	402
FB_0934542	243	191	1	1	243	435
FB_0935323	210	114	1	111	210	325
FB_0935742	274	139	1	22	274	414
FB_0935822	227	207	1	1	227	435
FB_0935827	209	116	1	110	209	326
FB_0935831	116	209	1	110	116	326
FB_0935834	220	1	215	220	1	436
FB_0935898	61	257	117	1	61	435
FB_0935899	214	187	1	34	214	402
FB_0935903	61	257	117	1	61	435
FB_0935905	217	202	1	16	217	420
FB_0935906	188	213	1	34	188	402
FB_0935929	180	201	1	54	180	382
FB_0935931	75	360	1	75	360	436
FB_0936350	226	1	209	226	1	436
FB_0936353	242	170	1	23	242	413
FB_0936354	227	1	208	227	1	436
FB_0936361	274	138	1	23	274	413
FB_0936362	274	138	1	23	274	413
FB_0936375	226	1	209	226	1	436
FB_0937056	385	1	50	385	1	436
FB_0937353	130	237	1	68	130	368
FB_0937354	190	245	1	190	245	436
FB_0937355	265	169	1	1	265	435
FB_0937887	215	1	220	215	1	436
FB_0937902	215	1	220	215	1	436
FB_0937905	282	151	1	2	282	434
FB_0937906	206	229	1	206	229	436
FB_0938197	186	210	1	39	186	397
FB_0938201	186	210	1	39	186	397
FB_0938607	262	169	1	4	262	432
FB_0938628	178	257	1	178	257	436
FB_0938643	195	239	1	1	195	435
FB_0938735	26	292	117	1	26	435
FB_0938739	117	294	24	1	117	435
FB_0938744	37	398	1	37	398	436
FB_0938919	197	236	1	2	197	434
FB_0939067	238	193	1	4	238	432
FB_0939070	213	1	222	213	1	436
FB_0939149	149	221	62	1	3	432
FB_0939336	79	352	1	4	79	432
FB_0939340	314	121	1	314	121	436
FB_0939858	108	318	1	9	108	427
FB_0940194	109	320	1	6	109	430
FB_0940200	107	322	1	6	107	430
FB_0940643	224	154	1	57	224	379
FB_0941503	195	240	1	195	240	436
FB_0941510	240	195	1	240	195	436
FB_0941512	222	198	1	15	222	421
FB_0942380	122	209	85	1	19	416
FB_0942385	38	395	1	2	38	434
FB_0942386	39	394	1	2	39	434
FB_0942391	39	394	1	2	39	434
FB_0942698	204	231	1	204	231	436
FB_0942849	26	291	118	1	26	435
FB_0942974	188	233	1	14	188	422
FB_0942990	190	137	1	108	190	328
FB_0942992	190	137	1	108	190	328
FB_0943472	208	221	3	1	3	432
FB_0943473	178	247	1	10	178	426
FB_0943474	122	207	105	1	1	434
FB_0943493	243	192	1	243	192	436
FB_0943665	211	220	4	1	211	435
FB_0943667	191	225	1	19	191	417
FB_0943679	211	221	3	1	211	435
FB_0943697	395	40	1	395	40	436
FB_0943711	40	395	1	40	395	436
FB_0944191	68	257	110	1	68	435
FB_0944210	87	346	1	2	87	434
FB_0944896	362	73	1	362	73	436
FB_0944897	372	1	63	372	1	436
FB_0944900	362	73	1	362	73	436
FB_0945097	2	221	207	1	5	430
FB_0945099	2	250	168	1	15	420
FB_0945105	168	261	6	1	168	435
FB_0945108	168	261	6	1	168	435
FB_0945583	241	146	1	48	241	388
FB_0945606	146	241	1	48	146	388
FB_0945607	242	145	1	48	242	388
FB_0945611	226	84	1	125	226	311
FB_0945847	222	1	213	222	1	436
FB_0945897	83	298	54	1	83	435
FB_0945907	252	166	1	17	252	419
FB_0945909	252	166	1	17	252	419
FB_0946982	389	1	46	389	1	436
FB_0946984	155	260	1	20	155	416
FB_0946989	80	355	1	80	355	436
FB_0946997	80	355	1	80	355	436
FB_0947004	155	260	1	20	155	416
FB_0947613	228	116	1	91	228	345
FB_0947619	228	115	1	92	228	344
FB_0947636	108	320	1	7	108	429
FB_0947830	186	249	1	186	249	436
FB_0947835	186	249	1	186	249	436
FB_0947841	236	164	1	35	236	401
FB_0947842	250	185	1	250	185	436
FB_0947848	72	363	1	72	363	436
FB_0947856	387	1	48	387	1	436
FB_0948090	349	77	1	9	349	427
FB_0948172	39	396	1	39	396	436
FB_0949261	218	142	1	75	218	361
FB_0949262	220	133	1	82	220	354
FB_0949267	220	132	1	83	220	353
FB_0949693	222	98	1	115	222	321
FB_0949978	96	225	1	114	96	322
FB_0949981	96	225	1	114	96	322
FB_0950003	231	202	1	2	231	434
FB_0950382	117	316	1	2	117	434
FB_0950385	219	216	1	219	216	436
FB_0950389	184	205	1	46	184	390
FB_0950392	217	218	1	217	218	436
FB_0950604	169	253	1	13	169	423
FB_0950607	50	242	143	1	50	435
FB_0950614	92	226	1	117	92	319
FB_0950619	93	226	1	116	93	320
FB_0950621	225	1	210	225	1	436
FB_0951112	213	189	1	33	213	403
FB_0952160	20	278	137	1	20	435
FB_0953369	223	88	1	124	223	312
FB_0953386	238	195	1	2	238	434
FB_0953388	176	164	1	95	176	341
FB_0953394	193	240	1	2	193	434
FB_0953652	216	1	219	216	1	436
FB_0953660	213	1	222	213	1	436
FB_0953831	190	245	1	190	245	436
FB_0953837	223	1	212	223	1	436
FB_0954098	215	142	1	78	215	358
FB_0954101	205	197	1	33	205	403
FB_0954525	272	163	1	272	163	436
FB_0954530	262	163	1	10	262	426
FB_0954531	186	153	1	96	186	340
FB_0955785	200	207	28	1	200	435
FB_0956215	210	143	1	82	210	354
FB_0956216	2	266	167	1	2	435
FB_0956866	192	219	1	24	192	412
FB_0956872	222	1	213	222	1	436
FB_0956873	237	84	1	114	237	322
FB_0956985	99	233	102	1	1	434
FB_0957124	337	83	1	15	337	421
FB_0957128	83	337	1	15	83	421
FB_0957301	272	162	1	1	272	435
FB_0958353	24	140	271	1	24	435
FB_0958357	19	289	127	1	19	435
FB_0958615	127	290	18	1	127	435
FB_0958922	172	261	1	2	172	434
FB_0959076	247	172	1	16	247	420
FB_0959721	156	194	84	1	1	434
FB_0959726	185	212	1	38	185	398
FB_0960065	173	178	83	1	1	434
FB_0960305	348	85	1	2	348	434
FB_0960398	85	348	1	2	85	434
FB_0960401	68	254	112	1	1	434
FB_0960786	243	163	1	29	243	407
FB_0961298	117	303	1	15	117	421
FB_0961303	300	121	1	14	300	422
FB_0961305	119	222	1	94	119	342
FB_0961619	156	228	1	51	156	385
FB_0961621	200	201	1	34	200	402
FB_0961624	146	277	1	12	146	424
FB_0961628	220	140	1	75	220	361
FB_0961629	277	146	1	12	277	424
FB_0961632	374	1	61	374	1	436
FB_0961635	374	1	61	374	1	436
FB_0961638	201	200	1	34	201	402
FB_0961812	244	178	1	13	244	423
FB_0961817	183	229	1	23	183	413
FB_0961850	141	179	1	115	141	321
FB_0961854	227	186	1	22	227	414
FB_0961868	277	147	1	11	277	425
FB_0961869	148	277	1	10	148	426
FB_0962602	368	1	67	368	1	436
FB_0962604	181	176	1	78	181	358
FB_0964033	138	228	1	69	138	367
FB_0964034	236	1	199	236	1	436
FB_0964036	400	35	1	400	35	436
FB_0964039	242	177	1	16	242	420
FB_0964042	194	220	1	21	194	415
FB_0964043	109	216	1	110	109	326
FB_0964044	363	1	72	363	1	436
FB_0964046	229	138	1	68	229	368
FB_0964205	328	81	1	26	328	410
FB_0964217	367	68	1	367	68	436
FB_0964224	143	236	1	56	143	380
FB_0964239	243	130	1	62	243	374
FB_0966313	197	238	1	197	238	436
FB_0966316	237	139	1	59	237	377
FB_0966321	157	261	17	1	157	435
FB_0966543	166	258	1	11	166	425
FB_0966546	237	128	1	70	237	366
FB_0966551	123	242	1	70	123	366
FB_0966555	262	158	1	15	262	421
FB_0966558	157	262	1	16	157	420
FB_0966560	157	262	1	16	157	420
FB_0966808	120	308	7	1	120	435
FB_0967290	359	1	76	359	1	436
FB_0967304	119	297	7	1	12	423
FB_0967957	142	240	1	53	142	383
FB_0967968	24	186	225	1	24	435
FB_0967988	354	80	1	1	354	435
FB_0970299	160	275	1	160	275	436
FB_0970302	2	270	162	1	1	434
FB_0970328	195	240	1	195	240	436
FB_0970332	247	119	1	69	247	367
FB_0970417	119	246	1	70	119	366
FB_0971469	211	189	1	35	211	401
FB_0971471	209	190	1	36	209	400
FB_0971487	365	70	1	365	70	436
FB_0972381	125	218	92	1	125	435
FB_0972394	93	217	125	1	93	435
FB_0972396	233	129	1	73	233	363
FB_0972401	211	167	1	57	211	379
