EV_Eve1_R422	FB_0000011	FB_0000517	FB_0000521	FB_0000529	FB_0000582	FB_0000870	FB_0000880	FB_0000978	FB_0000981	FB_0000984	FB_0000986	FB_0000988	FB_0000989	FB_0000993	FB_0000996	FB_0001462	FB_0001465	FB_0001467	FB_0001468	FB_0001475	FB_0002378	FB_0002632	FB_0002636	FB_0002637	FB_0002639	FB_0002649	FB_0002653	FB_0003079	FB_0003096	FB_0003104	FB_0003106	FB_0003107	FB_0003114	FB_0003118	FB_0003482	FB_0003485	FB_0003489	FB_0003490	FB_0003491	FB_0004014	FB_0004016	FB_0004019	FB_0004037	FB_0004038	FB_0004046	FB_0004993	FB_0005006	FB_0005008	FB_0005457	FB_0005458	FB_0005460	FB_0005956	FB_0005957	FB_0005958	FB_0005963	FB_0005966	FB_0005974	FB_0005980	FB_0007370	FB_0007375	FB_0007388	FB_0007623	FB_0007625	FB_0007631	FB_0007637	FB_0008274	FB_0008287	FB_0008291	FB_0008294	FB_0008612	FB_0008635	FB_0008637	FB_0009203	FB_0009209	FB_0009214	FB_0009218	FB_0009219	FB_0009220	FB_0009237	FB_0009256	FB_0009745	FB_0009751	FB_0009753	FB_0009773	FB_0010446	FB_0010458	FB_0010475	FB_0010610	FB_0010613	FB_0010620	FB_0010622	FB_0010624	FB_0010626	FB_0010630	FB_0011059	FB_0011074	FB_0011075	FB_0011077	(Other)
GaxPi_44	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570	2946	4146	2877	570
GaxPi_45	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792	2619	4504	2624	792
GaxPi_46	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637	2924	4107	2871	637
GaxPi_47	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895	2792	4160	2692	895
GaxPi_48	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894	2691	4373	2581	894
GaxPi_49	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406	2805	4639	2689	406
GaxPi_50	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942	2928	3798	2871	942
GaxPi_51	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803	2708	4323	2705	803
GaxPi_54	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672	2773	4315	2779	672
GaxPi_56	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756	2926	4045	2812	756
GaxPi_57	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761	2938	4005	2835	761
GaxPi_7	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699	2884	4103	2853	699
GaxPi_8	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881	2802	4092	2764	881
5_65_ROYAL_GALA_y	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14	2760	5083	2682	14
FxPL_Pink Lady_y	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230	2518	4382	2409	1230
GaCr_40_bis	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171	2634	4199	2535	1171
GaCr_2_bis	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356	2625	4051	2507	1356
GaCr_4_bis	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074	2667	4239	2559	1074
GaCr_10_bis	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880	2786	4200	2673	880
GaCr_11_bis	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912	2649	4387	2591	912
GaCr_17_bis	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014	2581	4426	2518	1014
GaCr_18_bis	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892	2848	4057	2742	892
GaCr_19_bis	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973	2864	3919	2783	973
GaCr_21_bis	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335	2722	3859	2623	1335
GaCr_24_bis	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008	2788	4042	2701	1008
GaCr_27_bis	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115	2784	3931	2709	1115
GaCr_28_bis	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166	3066	3385	2922	1166
GaCr_30_bis	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118	2642	4224	2555	1118
GaCr_31_bis	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956	2785	4106	2692	956
GaCr_33_bis	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106	2676	4135	2622	1106
GaCr_36_bis	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023	2724	4233	2559	1023
GaCr_37_bis	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045	2702	4168	2624	1045
GaCr_38_bis	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973	2869	3958	2739	973
GaCr_41_bis	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150	2799	3928	2662	1150
GaCr_42_bis	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881	2768	4178	2712	881
GaCr_43_bis	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990	2802	4061	2686	990
GaCr_44_bis	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054	2682	4183	2620	1054
GaCr_45_bis	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004	2814	4003	2718	1004
GaCr_47_bis	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257	2821	3796	2665	1257
GaCr_51_bis	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121	2615	4229	2574	1121
GaCr_52_bis	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132	2586	4299	2522	1132
GaCr_54_bis	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064	2670	4199	2606	1064
GaCr_55_bis	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221	2640	4088	2590	1221
GaCr_56_bis	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794	2711	4450	2584	794
